cellline,drug,ic50,tissue
ACH-000754,5460769,3.878232,NA
ACH-000247,5394,6.322846,STAD
ACH-000104,24951314,-1.70566,ALL
ACH-000562,6918848,-0.945872,LUAD
ACH-000103,44143370,2.880886,OV
ACH-000803,44551660,3.077435,SCLC
ACH-000191,447912,4.048112,THCA
ACH-000948,446378,-3.606686,STAD
ACH-000881,44551660,2.432964,SKCM
ACH-000890,46885626,2.661249,SCLC
ACH-000628,11640390,4.270541,LUAD
ACH-000244,44143370,5.169419,GBM
ACH-000356,44224160,1.649579,STAD
ACH-000394,16720766,1.08103,SCLC
ACH-000023,16722836,2.846912,PAAD
ACH-000617,16663089,1.295106,OV
ACH-000087,82146,3.127068,SARC
ACH-000200,9911830,0.950596,LGG
ACH-000691,10027278,2.785719,BRCA
ACH-000567,9952773,2.468219,DLBC
ACH-000817,6918638,-1.277812,MM
ACH-000332,42642645,0.714082,PAAD
ACH-000821,11844351,3.696898,MM
ACH-000657,11707110,-2.776118,UNABLE TO CLASSIFY
ACH-000437,25126798,4.986261,GBM
ACH-000691,447912,3.973628,BRCA
ACH-000626,44462760,2.696792,MM
ACH-000441,9903786,3.228744,SKCM
ACH-000400,25167777,-1.510283,COAD/READ
ACH-000689,85668777,7.126668,SARC
ACH-000042,5113032,5.959105,PAAD
ACH-000527,10109823,2.466574,OV
ACH-000970,11338033,1.660838,COAD/READ
ACH-000617,6914657,-1.897102,OV
ACH-000380,3463933,1.793774,MM
ACH-001106,637858,0.517884,ALL
ACH-000267,9903786,5.413481,NA
ACH-000864,44224160,-1.736327,UCEC
ACH-000121,10113978,3.122561,LUAD
ACH-000359,54685215,0.38395,SARC
ACH-000060,46191454,1.451275,PAAD
ACH-000451,9813758,2.651995,LUAD
ACH-000570,42640,3.409665,GBM
ACH-000231,6914657,-1.145163,LGG
ACH-000784,5113032,5.860127,ESCA
ACH-000566,9810884,-0.156822,BLCA
ACH-000803,6450816,-2.272574,SCLC
ACH-000927,44551660,2.396021,BRCA
ACH-000187,9884685,-2.538157,SCLC
ACH-000441,11282283,4.710137,SKCM
ACH-000778,6753378,2.746687,HNSC
ACH-000924,5289247,6.313937,UNABLE TO CLASSIFY
ACH-000527,3463933,1.956712,OV
ACH-000811,44462760,2.808564,OV
ACH-000574,11338033,1.340476,OV
ACH-000392,11404337,-1.3741,LUAD
ACH-000969,11373846,5.594846,COAD/READ
ACH-000363,9826308,-1.438868,MM
ACH-000722,10451420,6.332057,COAD/READ
ACH-000861,6918638,-0.562268,LUAD
ACH-000677,25022668,6.182961,LUAD
ACH-000112,4263900,-0.311209,LAML
ACH-000227,9903786,4.072437,NB
ACH-000525,9967941,3.638825,SCLC
ACH-000574,6753378,3.669204,OV
ACH-000968,9813758,2.770252,SKCM
ACH-000023,447912,3.475287,PAAD
ACH-000151,11364421,-3.301859,DLBC
ACH-000009,11338033,3.904389,COAD/READ
ACH-000168,36314,-4.14862,LAML
ACH-000132,46885626,4.091675,OV
ACH-000610,159324,5.477862,SCLC
ACH-000476,521106,3.08189,LIHC
ACH-000007,36314,-0.837491,COAD/READ
ACH-000106,46931012,3.562383,CLL
ACH-000978,6918848,-0.280582,UCEC
ACH-000267,24772860,2.181773,NA
ACH-000221,9813758,0.865301,LIHC
ACH-000311,25167777,-0.908968,LUAD
ACH-000232,11625818,3.529259,GBM
ACH-000628,60750,-1.885061,LUAD
ACH-000969,24785538,-2.701244,COAD/READ
ACH-000960,10027278,0.319322,ALL
ACH-000358,10074640,3.918211,SCLC
ACH-000744,446378,-1.369973,LUAD
ACH-000559,5494449,2.313848,SCLC
ACH-000857,9810884,4.182839,BRCA
ACH-000124,24825971,2.385267,DLBC
ACH-000932,11626560,1.538844,STAD
ACH-000429,5291,3.046734,KIRC
ACH-000971,6753378,3.051308,COAD/READ
ACH-000749,9810884,3.908845,SCLC
ACH-000879,9863776,0.942805,UCEC
ACH-000853,54676905,5.554958,NA
ACH-000784,9884685,0.933098,ESCA
ACH-000821,46943432,2.366774,MM
ACH-000264,42640,4.782651,LUAD
ACH-000323,9813758,4.373857,GBM
ACH-000054,5113032,5.173965,SARC
ACH-000308,11647372,0.802191,OV
ACH-000914,25022668,3.950507,DLBC
ACH-000951,9884685,4.285468,LUAD
ACH-000823,521106,2.58794,ESCA
ACH-000621,60750,2.279919,BRCA
ACH-000595,6914657,-4.090562,GBM
ACH-000478,46224516,2.188204,LIHC
ACH-000443,49806720,5.146827,OV
ACH-000438,9863776,4.428339,NA
ACH-000326,44143370,2.473068,LCML
ACH-000303,24756910,1.491084,STAD
ACH-000775,54685215,1.384153,NA
ACH-000024,46224516,1.652525,MM
ACH-000232,53394750,2.888318,GBM
ACH-000198,60750,-4.581542,LAML
ACH-000657,24785538,-0.119594,UNABLE TO CLASSIFY
ACH-000020,54685215,-1.073175,ALL
ACH-000348,44224160,-0.575232,SKCM
ACH-000555,10027278,5.541383,KIRC
ACH-000231,2375,5.43973,LGG
ACH-000579,11640390,3.446209,SKCM
ACH-000558,6918848,-0.339666,GBM
ACH-000616,66577006,4.246243,STAD
ACH-000534,10461815,2.749404,DLBC
ACH-000657,46931012,3.018013,UNABLE TO CLASSIFY
ACH-000906,521106,3.111717,OV
ACH-000639,24785538,0.505939,SCLC
ACH-000743,10461815,3.526295,SCLC
ACH-000347,16725726,4.822387,PAAD
ACH-000058,9910224,5.936824,THCA
ACH-000250,31703,0.019411,KIRC
ACH-000547,24951314,0.991861,BLCA
ACH-000008,10200390,0.696328,SKCM
ACH-000472,9810884,5.341915,HNSC
ACH-000930,10113978,2.457404,BRCA
ACH-000727,78243717,6.537836,SCLC
ACH-000795,36314,-4.338811,ALL
ACH-000570,25102847,2.193815,GBM
ACH-000144,6445562,1.464524,STAD
ACH-000596,24894414,2.857315,NA
ACH-000244,25195352,3.633181,GBM
ACH-000530,10461815,3.589494,SCLC
ACH-000072,159324,0.934494,LCML
ACH-000350,56962337,2.731891,COAD/READ
ACH-000107,2733526,3.504611,PAAD
ACH-000441,10200390,3.317177,SKCM
ACH-000528,25022668,1.482245,LUAD
ACH-000366,2733526,2.858251,NB
ACH-000439,44551660,3.005367,LAML
ACH-000001,446378,-5.328918,OV
ACH-000637,53394750,5.398824,ESCA
ACH-000802,46224516,4.113389,BLCA
ACH-000355,5460769,3.58595,SCLC
ACH-000983,9903786,2.111885,LCML
ACH-000703,56962337,2.424519,SCLC
ACH-000586,24785538,0.966109,SCLC
ACH-000372,446378,-4.030176,ALL
ACH-000508,16760646,3.793391,SCLC
ACH-000371,5494449,3.14118,DLBC
ACH-001190,5746,1.337289,SKCM
ACH-000674,46843772,1.660968,STAD
ACH-000273,11485656,1.036147,LGG
ACH-000750,5289247,2.87349,SKCM
ACH-000703,176167,5.978997,SCLC
ACH-000607,6445533,-2.666887,SARC
ACH-000105,6445533,-4.94725,ALL
ACH-000716,9911830,0.63347,THCA
ACH-000231,11282283,5.514308,LGG
ACH-000670,5460769,2.3099,SCLC
ACH-000857,11485656,2.414534,BRCA
ACH-000981,9858940,3.87973,ALL
ACH-000121,24894414,4.586197,LUAD
ACH-000911,25102847,4.496229,STAD
ACH-000751,9868037,3.742401,LAML
ACH-000308,11634725,5.019165,OV
ACH-000876,42642645,5.243687,BRCA
ACH-000236,66577006,6.204014,COAD/READ
ACH-000534,76044,1.552336,DLBC
ACH-000740,49821040,2.331128,HNSC
ACH-000046,11282283,3.796834,KIRC
ACH-000535,9884685,5.235701,PAAD
ACH-000835,10027278,2.706375,SARC
ACH-000756,10074640,2.851281,LGG
ACH-000555,24756910,4.108536,KIRC
ACH-001307,42640,1.501477,THCA
ACH-000491,25124816,3.219805,COAD/READ
ACH-000815,60750,-3.379313,NA
ACH-000304,24756910,-0.228112,SKCM
ACH-000389,46191454,2.844364,LGG
ACH-000072,5384616,-2.599965,LCML
ACH-000188,24894414,2.247374,HNSC
ACH-000457,9956222,1.759072,KIRC
ACH-000811,60750,-3.40204,OV
ACH-000056,6445533,-3.60197,DLBC
ACH-000936,10096043,-4.372843,OV
ACH-000070,57339144,1.575773,ALL
ACH-000617,25126798,4.542481,OV
ACH-000075,6445562,4.231863,GBM
ACH-000614,46224516,2.261484,SKCM
ACH-000362,11493598,1.856406,LAML
ACH-000560,9863776,1.340359,STAD
ACH-000135,46191454,3.040417,SKCM
ACH-000980,44551660,2.657321,NA
ACH-000579,11282283,3.157226,SKCM
ACH-000318,447912,4.726434,ESCA
ACH-000327,637858,3.731772,LUAD
ACH-000116,24889392,3.084303,OV
ACH-000857,11404337,-3.785601,BRCA
ACH-000672,9810884,5.158426,NA
ACH-000856,44143370,4.399421,BRCA
ACH-000139,9874913,3.792197,PAAD
ACH-000802,25126798,3.721845,BLCA
ACH-000116,3385,5.184891,OV
ACH-000433,9868037,5.912724,KIRC
ACH-000672,10302451,3.679105,NA
ACH-000092,10451420,6.165107,MESO
ACH-000914,85668777,6.519766,DLBC
ACH-000939,11282283,5.125654,SARC
ACH-000062,9911830,0.515595,LUAD
ACH-000335,704473,4.499387,MESO
ACH-000976,16725726,3.879317,NA
ACH-000603,3218,3.787089,UNABLE TO CLASSIFY
ACH-000789,44551660,1.798483,NA
ACH-000937,36314,-3.98927,ALL
ACH-000607,16725726,4.461328,SARC
ACH-000111,159324,1.641511,BRCA
ACH-000486,3385,5.729631,BLCA
ACH-000352,25124816,1.798221,BRCA
ACH-000465,10200390,2.859271,SKCM
ACH-000703,76044,1.939071,SCLC
ACH-000440,11373846,3.806118,DLBC
ACH-000107,5746,0.93475,PAAD
ACH-000857,46224516,6.06652,BRCA
ACH-000544,9967941,5.250674,ESCA
ACH-000222,176167,2.544042,PAAD
ACH-000381,60750,-4.002268,COAD/READ
ACH-000818,6445562,5.433354,BRCA
ACH-000853,54685215,0.593105,NA
ACH-000679,11754511,5.408347,ESCA
ACH-000491,25257557,2.946441,COAD/READ
ACH-000670,637858,1.318157,SCLC
ACH-000738,9967941,2.752544,GBM
ACH-000198,447912,2.675996,LAML
ACH-000969,54676905,4.87314,COAD/READ
ACH-000611,11364421,-3.485642,DLBC
ACH-000647,11844351,1.109426,ESCA
ACH-000501,11178236,-5.998542,COAD/READ
ACH-000116,16747388,2.049515,OV
ACH-000271,24772860,-3.687038,DLBC
ACH-000115,42640,3.007381,PRAD
ACH-000335,3218,3.784382,MESO
ACH-000070,24889392,0.451224,ALL
ACH-000998,3385,2.067896,COAD/READ
ACH-000061,5494449,1.482002,ALL
ACH-000943,3218,1.347529,COAD/READ
ACH-000617,66577006,5.382586,OV
ACH-000052,44819241,-2.725655,SARC
ACH-000563,9910224,5.861341,LUSC
ACH-000401,24772860,0.818165,SKCM
ACH-000744,11640390,1.281234,LUAD
ACH-000585,11647372,-0.281538,LUSC
ACH-000987,46885626,4.55665,SKCM
ACH-000142,10451420,5.531908,BLCA
ACH-000647,49821040,2.055853,ESCA
ACH-000616,16725726,2.031386,STAD
ACH-000189,6445533,-2.775612,KIRC
ACH-000178,25126798,4.910043,PAAD
ACH-000947,10074640,3.669679,OV
ACH-000913,637858,1.379285,UCEC
ACH-000353,10027278,0.856346,ESCA
ACH-000441,25257557,5.688044,SKCM
ACH-000488,9549184,0.28161,ESCA
ACH-000322,20635522,1.184262,SKCM
ACH-000304,9874913,3.849982,SKCM
ACH-000896,6852167,3.812093,BLCA
ACH-000070,5329102,-0.438078,ALL
ACH-000120,11373846,2.999483,NB
ACH-000323,9868037,4.373705,GBM
ACH-000669,24756910,0.496555,LUSC
ACH-000491,5113032,5.835764,COAD/READ
ACH-000756,16663089,0.165526,LGG
ACH-000562,16722836,1.896264,LUAD
ACH-000245,11364421,-3.7639,DLBC
ACH-000545,446378,-4.102939,BLCA
ACH-000120,4263900,2.753289,NB
ACH-000372,10074640,2.538602,ALL
ACH-000204,49821040,4.45771,MM
ACH-000148,3796,5.271133,BRCA
ACH-000530,10096043,-0.837739,SCLC
ACH-000463,6445533,-3.465133,NA
ACH-000627,11754511,2.121979,NA
ACH-000447,44224160,1.721035,LUAD
ACH-000547,9813758,3.303168,BLCA
ACH-000903,9911830,0.71259,THCA
ACH-000605,9903786,4.244966,ESCA
ACH-000024,9952773,2.824483,MM
ACH-000643,24772860,1.163624,BRCA
ACH-000113,11844351,3.094558,LAML
ACH-000379,6914657,2.248025,LUAD
ACH-000396,46191454,4.975394,BLCA
ACH-000999,25167777,-3.058481,COAD/READ
ACH-000613,46943432,5.048424,SARC
ACH-000532,176167,1.120267,COAD/READ
ACH-000250,16747388,4.512505,KIRC
ACH-000859,4263900,2.609478,BRCA
ACH-000778,9874913,4.24105,HNSC
ACH-000794,54676905,4.5345,HNSC
ACH-000725,176167,4.213899,BRCA
ACH-000680,9858940,6.038392,COAD/READ
ACH-000327,10109823,4.363718,LUAD
ACH-000434,5280757,-2.075018,NA
ACH-000935,10113978,4.697551,COAD/READ
ACH-000059,10390396,2.170847,ALL
ACH-000751,446378,-3.545377,LAML
ACH-000694,5460769,1.829911,ESCA
ACH-000384,9813758,3.980462,BLCA
ACH-000674,9903786,0.9375,STAD
ACH-000754,56965967,3.711145,NA
ACH-000115,6450816,-2.219215,PRAD
ACH-000605,82146,4.031879,ESCA
ACH-000939,6450816,-3.476715,SARC
ACH-000451,10109823,2.023041,LUAD
ACH-000589,24785538,-2.168241,LUAD
ACH-000878,11625818,5.14237,LUSC
ACH-000200,6918638,0.391134,LGG
ACH-000292,25022668,5.26106,SCLC
ACH-000684,6918848,-0.355255,KIRC
ACH-000825,16725726,5.366999,NA
ACH-000238,5460769,3.133397,HNSC
ACH-000161,11404337,-1.334119,LUAD
ACH-000070,44143370,2.520068,ALL
ACH-000730,2375,5.152415,SKCM
ACH-000703,46224516,3.977473,SCLC
ACH-000697,11625818,2.546901,DLBC
ACH-000644,24772860,2.135817,SKCM
ACH-000951,9813758,4.550015,LUAD
ACH-000073,6852167,2.952263,DLBC
ACH-000073,3062316,1.075093,DLBC
ACH-000951,11485656,3.005692,LUAD
ACH-000149,25022668,2.853624,NB
ACH-000650,2375,4.236704,SKCM
ACH-000132,176167,1.531888,OV
ACH-000087,6914657,-7.401844,SARC
ACH-000118,9967941,5.243367,PAAD
ACH-000457,9813758,4.228971,KIRC
ACH-000411,5746,-3.939869,KIRC
ACH-000092,9810884,5.958603,MESO
ACH-000048,11404337,-2.998785,OV
ACH-000679,11647372,4.763987,ESCA
ACH-000998,56965967,4.780834,COAD/READ
ACH-000488,9911830,0.319182,ESCA
ACH-000381,9956222,1.792968,COAD/READ
ACH-000092,10390396,2.35424,MESO
ACH-000489,6918848,-1.121165,COAD/READ
ACH-000488,78243717,4.518156,ESCA
ACH-000457,2375,2.98777,KIRC
ACH-000242,44224160,1.457509,BLCA
ACH-000065,10200390,0.814352,LAML
ACH-000910,9952773,3.297949,BRCA
ACH-000187,9952773,3.93007,SCLC
ACH-000778,9813758,2.986051,HNSC
ACH-000260,16722836,1.921314,NB
ACH-000144,448013,-4.575741,STAD
ACH-000960,11364421,-0.191309,ALL
ACH-000896,10109823,2.124881,BLCA
ACH-000207,6918638,2.127279,HNSC
ACH-000200,9868037,4.944147,LGG
ACH-000058,159324,0.699636,THCA
ACH-000008,46843772,1.535921,SKCM
ACH-000473,16725726,2.875119,BLCA
ACH-001075,46885626,2.90974,NA
ACH-000611,11634725,2.197988,DLBC
ACH-000778,11640390,2.113105,HNSC
ACH-000456,16722836,1.501116,THCA
ACH-000366,9956222,3.123097,NB
ACH-000900,704473,4.567812,LUAD
ACH-000849,24889392,1.951863,BRCA
ACH-000146,176167,0.087795,LAML
ACH-000970,16725726,4.336954,COAD/READ
ACH-000910,10113978,3.746727,BRCA
ACH-000118,24756910,-0.799243,PAAD
ACH-000376,9911830,0.306526,GBM
ACH-000349,16725726,3.762588,BRCA
ACH-000589,16725726,3.884347,LUAD
ACH-000562,11634725,4.585519,LUAD
ACH-000628,447912,5.706362,LUAD
ACH-000042,159324,2.74796,PAAD
ACH-000817,5494449,1.481835,MM
ACH-000118,11634725,3.136048,PAAD
ACH-000613,9952773,5.048463,SARC
ACH-000596,3385,0.882905,NA
ACH-000075,56962337,2.325454,GBM
ACH-000545,46224516,4.769568,BLCA
ACH-000935,9910224,4.85769,COAD/READ
ACH-000451,24951314,1.409407,LUAD
ACH-000438,11647372,0.3626,NA
ACH-000269,85668777,6.895234,GBM
ACH-000768,6450816,-1.579462,BRCA
ACH-000375,71271629,2.036983,SARC
ACH-000450,44462760,-4.059956,SKCM
ACH-000869,11634725,4.433425,LUAD
ACH-000960,2375,3.639712,ALL
ACH-000038,11364421,-0.123287,CLL
ACH-000481,3385,3.881419,LUSC
ACH-000332,46885626,3.239285,PAAD
ACH-000099,2375,2.980011,NB
ACH-000226,6450816,-4.454448,NA
ACH-000111,10109823,0.719514,BRCA
ACH-000725,3385,4.319361,BRCA
ACH-000534,10200390,4.135698,DLBC
ACH-000401,9911830,0.266959,SKCM
ACH-000443,446378,-0.869238,OV
ACH-000315,11626560,2.548466,DLBC
ACH-000824,11625818,4.323362,ESCA
ACH-000439,44819241,5.262032,LAML
ACH-000364,10096043,-3.373888,SARC
ACH-000176,447912,4.990723,LUSC
ACH-000201,24951314,0.369829,SARC
ACH-000102,6445533,-0.697908,GBM
ACH-000853,53340664,2.979057,NA
ACH-000945,25124816,2.998738,LUAD
ACH-000326,44819241,0.704047,LCML
ACH-000965,71271629,3.395349,UCEC
ACH-000305,2733526,2.517658,ESCA
ACH-000555,9903786,5.953663,KIRC
ACH-000983,5291,-1.72444,LCML
ACH-000628,4263900,4.787703,LUAD
ACH-000295,6852167,1.908476,LCML
ACH-000781,11178236,-3.365044,LUAD
ACH-000400,6918638,0.091487,COAD/READ
ACH-000847,6753378,2.180107,STAD
ACH-000098,44551660,1.657912,LGG
ACH-000334,46885626,2.205468,DLBC
ACH-000399,10074640,2.150035,SCLC
ACH-000304,4263900,5.43085,SKCM
ACH-000484,5113032,4.885267,KIRC
ACH-000007,25126798,4.450443,COAD/READ
ACH-000885,46885626,2.986675,OV
ACH-000987,25022668,5.233113,SKCM
ACH-000624,10113978,3.874129,BRCA
ACH-000437,6753378,3.476016,GBM
ACH-000624,521106,3.419906,BRCA
ACH-000958,66577006,4.809921,COAD/READ
ACH-000472,6918848,0.843801,HNSC
ACH-000059,16038120,0.81603,ALL
ACH-000480,521106,5.790784,LIHC
ACH-000619,85668777,5.864205,HNSC
ACH-000669,8249,8.044666,LUSC
ACH-000394,6445562,3.651665,SCLC
ACH-000120,24785538,-1.778181,NB
ACH-000893,159324,2.656668,LUAD
ACH-000438,3796,3.289235,NA
ACH-000615,46885626,3.943087,SKCM
ACH-000061,8249,5.156539,ALL
ACH-000277,11282283,3.259288,BRCA
ACH-000315,644215,-2.842748,DLBC
ACH-000669,9952773,6.064622,LUSC
ACH-000720,6918848,0.011321,BLCA
ACH-000155,71271629,4.115173,PAAD
ACH-000551,11404337,0.499253,LCML
ACH-000335,24772860,2.125545,MESO
ACH-000219,44143370,2.748363,SKCM
ACH-000489,10390396,2.61789,COAD/READ
ACH-000934,704473,5.002527,BRCA
ACH-000118,60750,-2.310377,PAAD
ACH-000198,9874913,2.558128,LAML
ACH-000565,11282283,5.246316,COAD/READ
ACH-000238,9810884,5.671231,HNSC
ACH-000745,6852167,-1.27132,MM
ACH-000176,24889392,2.75477,LUSC
ACH-000104,42640,2.934843,ALL
ACH-000482,49806720,4.306719,LUAD
ACH-000958,46224516,4.038787,COAD/READ
ACH-000223,42642645,1.492508,BRCA
ACH-000440,54676905,4.418335,DLBC
ACH-000960,3463933,2.407934,ALL
ACH-000228,66577006,5.056373,HNSC
ACH-000365,2733526,2.852161,DLBC
ACH-000744,637858,3.36622,LUAD
ACH-000770,6753378,2.201838,LAML
ACH-000429,3062316,-3.455038,KIRC
ACH-000978,9858940,5.589552,UCEC
ACH-000432,25257557,-2.271885,LCML
ACH-000885,57339144,2.687619,OV
ACH-000754,24894414,3.702539,NA
ACH-000871,11625818,5.050217,SCLC
ACH-000551,11640390,3.413571,LCML
ACH-000484,66577006,4.941857,KIRC
ACH-000654,10074640,2.966641,DLBC
ACH-000294,25126798,1.91757,LAML
ACH-000176,2726824,4.116489,LUSC
ACH-000788,10200390,2.709298,SKCM
ACH-000318,25126798,3.803721,ESCA
ACH-000113,10451420,2.44028,LAML
ACH-000559,10027278,2.794484,SCLC
ACH-000452,10074640,4.296037,ESCA
ACH-000135,2733526,4.59265,SKCM
ACH-000061,11626560,3.066683,ALL
ACH-000903,2375,4.382714,THCA
ACH-000879,159324,0.131709,UCEC
ACH-000803,9956222,2.319007,SCLC
ACH-000389,11373846,4.783088,LGG
ACH-000759,25102847,4.045761,BRCA
ACH-000347,46931012,4.372128,PAAD
ACH-000641,78243717,3.743967,LAML
ACH-000655,25102847,3.005209,GBM
ACH-000713,6445533,0.037086,OV
ACH-000238,5394,6.3351,HNSC
ACH-000024,9956222,0.957028,MM
ACH-000900,9858940,4.68383,LUAD
ACH-000949,2733526,3.124763,STAD
ACH-000267,24889392,2.656813,NA
ACH-000568,11647372,0.73733,BRCA
ACH-000976,44551660,1.637307,NA
ACH-000989,9956222,0.464943,COAD/READ
ACH-000116,57339144,3.100506,OV
ACH-000161,6753378,1.100092,LUAD
ACH-000610,11178236,-5.852975,SCLC
ACH-000104,25195352,2.425692,ALL
ACH-000249,5460769,3.440686,COAD/READ
ACH-000722,9911830,1.709612,COAD/READ
ACH-000070,16747388,1.350187,ALL
ACH-000603,10451420,5.289553,UNABLE TO CLASSIFY
ACH-000716,6914657,2.742129,THCA
ACH-000876,56965967,3.923181,BRCA
ACH-000585,24756910,-1.837391,LUSC
ACH-000138,10027278,1.474742,PAAD
ACH-000157,49836027,-4.002381,DLBC
ACH-000073,6753378,2.763583,DLBC
ACH-000112,25124816,1.396934,LAML
ACH-000999,11373846,5.758949,COAD/READ
ACH-000326,9952773,3.763821,LCML
ACH-000694,36314,-5.331043,ESCA
ACH-000376,10451420,5.785545,GBM
ACH-000355,2726824,3.287607,SCLC
ACH-000804,49821040,4.734784,NB
ACH-000783,448013,-4.013503,BRCA
ACH-000937,9858940,4.265592,ALL
ACH-000254,644215,-0.824843,HNSC
ACH-000434,56965967,3.515396,NA
ACH-000859,176167,0.670448,BRCA
ACH-000417,56965967,4.888249,PAAD
ACH-000696,53340664,1.777472,OV
ACH-000038,10461815,3.897362,CLL
ACH-000716,6445562,1.015656,THCA
ACH-000155,16720766,-0.786331,PAAD
ACH-000114,44224160,2.597279,PAAD
ACH-000218,44143370,2.763898,LAML
ACH-000058,46191454,5.416624,THCA
ACH-000915,24785538,0.994807,SKCM
ACH-000144,11485656,2.303147,STAD
ACH-000893,6918848,-0.638068,LUAD
ACH-000430,46224516,2.581498,UNABLE TO CLASSIFY
ACH-000781,56965967,4.558687,LUAD
ACH-000207,25102847,3.389166,HNSC
ACH-000718,2375,3.722263,LUAD
ACH-000258,44143370,2.671589,BRCA
ACH-000059,44551660,0.581401,ALL
ACH-000024,16038120,-1.444559,MM
ACH-000856,9884685,1.817196,BRCA
ACH-000768,9911830,0.476502,BRCA
ACH-000002,53340664,3.254612,LAML
ACH-000935,9956222,2.392444,COAD/READ
ACH-000323,2375,4.609853,GBM
ACH-000816,5329102,3.545889,SCLC
ACH-000358,10451420,5.779218,SCLC
ACH-000938,8249,4.081036,ALL
ACH-000452,11617559,5.777606,ESCA
ACH-000270,11493598,5.694054,PAAD
ACH-000530,159324,3.300827,SCLC
ACH-000116,447912,5.227017,OV
ACH-000473,9863776,-0.097766,BLCA
ACH-000118,46224516,3.161065,PAAD
ACH-000169,9858940,4.921989,SARC
ACH-000139,44551660,1.996155,PAAD
ACH-000745,5460769,2.164206,MM
ACH-000855,6445562,1.32954,ESCA
ACH-000810,46224516,1.086491,SKCM
ACH-000401,9810884,4.745538,SKCM
ACH-000643,3385,2.460969,BRCA
ACH-000075,16038120,2.448653,GBM
ACH-000667,2375,4.500888,LUAD
ACH-000420,71271629,3.187114,LIHC
ACH-000228,5289247,2.834417,HNSC
ACH-000247,3463933,-1.44232,STAD
ACH-000811,25257557,3.033305,OV
ACH-000508,25124816,2.706012,SCLC
ACH-000935,11617559,5.321081,COAD/READ
ACH-000650,159324,0.929443,SKCM
ACH-000371,24825971,2.348946,DLBC
ACH-000315,11634725,4.145731,DLBC
ACH-000464,9858940,5.513319,GBM
ACH-000087,9868037,3.220005,SARC
ACH-001306,25022668,4.131215,THCA
ACH-000260,5394,6.281807,NB
ACH-000991,6918848,4.78845,COAD/READ
ACH-000559,9956222,3.788747,SCLC
ACH-000951,9910224,5.374541,LUAD
ACH-000403,11485656,1.413347,COAD/READ
ACH-000054,11493598,5.203411,SARC
ACH-000749,25022668,2.598657,SCLC
ACH-000408,9874913,4.958544,ESCA
ACH-000270,159324,-1.416256,PAAD
ACH-000372,24951314,-1.650011,ALL
ACH-000999,6918848,4.797329,COAD/READ
ACH-000327,46191454,3.021481,LUAD
ACH-000787,49821040,3.670838,LUAD
ACH-000257,54676905,3.909515,SCLC
ACH-000554,16725726,0.12218,BRCA
ACH-000832,25022668,0.789248,HNSC
ACH-000111,6918848,1.004269,BRCA
ACH-000290,4263900,4.461125,SCLC
ACH-000330,11707110,2.461748,BRCA
ACH-000040,2726824,4.620613,GBM
ACH-000770,24785538,2.71741,LAML
ACH-000341,11373846,4.956161,NB
ACH-000218,10113978,4.454304,LAML
ACH-000151,24894414,3.713304,DLBC
ACH-000238,16720766,1.443764,HNSC
ACH-000346,5494449,3.368169,CLL
ACH-000693,60750,-4.05295,ESCA
ACH-000315,5494449,1.148811,DLBC
ACH-000626,9858940,5.038335,MM
ACH-000058,11493598,5.379313,THCA
ACH-000969,16663089,2.16509,COAD/READ
ACH-000983,53394750,2.608079,LCML
ACH-000664,6918638,0.324261,NA
ACH-000038,10200390,1.326584,CLL
ACH-000958,11625818,4.841995,COAD/READ
ACH-000586,31703,-1.959081,SCLC
ACH-000489,11493598,6.809766,COAD/READ
ACH-000394,24825971,3.87467,SCLC
ACH-000273,54685215,-0.723879,LGG
ACH-000573,6914657,-0.00211,BRCA
ACH-000562,24772860,1.549955,LUAD
ACH-000939,24785538,0.25845,SARC
ACH-001307,44224160,0.536202,THCA
ACH-000906,31703,-0.520559,OV
ACH-000795,11178236,-5.298675,ALL
ACH-000096,6914657,2.397114,SARC
ACH-000121,10027278,1.202447,LUAD
ACH-000960,46224516,2.071111,ALL
ACH-000784,31703,-1.555272,ESCA
ACH-000257,85668777,6.447887,SCLC
ACH-000366,6918638,0.772866,NB
ACH-000411,11647372,0.076753,KIRC
ACH-000929,46224516,2.524332,UNABLE TO CLASSIFY
ACH-001106,46931012,2.62064,ALL
ACH-000006,448013,-4.004731,LAML
ACH-000094,9911830,0.464406,PAAD
ACH-000399,9903786,3.357003,SCLC
ACH-001106,6445533,-3.748634,ALL
ACH-000924,44462760,5.709525,UNABLE TO CLASSIFY
ACH-000508,16747388,4.110428,SCLC
ACH-000684,9810884,4.683086,KIRC
ACH-000943,9813758,1.977531,COAD/READ
ACH-000949,8249,7.836882,STAD
ACH-000697,11754511,1.227189,DLBC
ACH-000483,11178236,-2.719826,LIHC
ACH-000651,44551660,1.735902,COAD/READ
ACH-000117,9874913,4.775172,BRCA
ACH-000563,447912,4.408247,LUSC
ACH-000783,9903786,5.393911,BRCA
ACH-000440,25124816,2.453771,DLBC
ACH-000432,2733526,2.588939,LCML
ACH-000078,9826308,-2.107565,NB
ACH-000826,56962337,2.001804,UNABLE TO CLASSIFY
ACH-000359,6450816,0.679934,SARC
ACH-000896,82146,3.529678,BLCA
ACH-000183,11626560,1.676728,MM
ACH-000970,704473,4.969701,COAD/READ
ACH-001190,56965967,4.318958,SKCM
ACH-000650,9952773,5.270446,SKCM
